L, a, b, x, y
139.58, 183.83, 189.42, 587.16, 578.64
139.55, 183.81, 189.41, 587.16, 578.64
139.45, 183.87, 189.39, 587.16, 578.62
138.89, 183.14, 188.96, 587.48, 578.47
138.89, 183.14, 188.96, 587.48, 578.47
138.15, 184.19, 189.09, 587.24, 578.69
138.15, 184.19, 189.09, 587.24, 578.69
137.96, 183.44, 188.56, 587.70, 578.73
138.17, 183.43, 188.60, 587.70, 578.75
138.53, 184.20, 188.94, 588.08, 578.88
138.57, 184.46, 188.97, 588.13, 578.80
138.10, 184.35, 188.94, 587.87, 578.82
138.16, 184.30, 188.94, 587.87, 578.82
138.16, 184.24, 188.92, 587.87, 578.82
138.97, 184.13, 188.78, 587.83, 578.76
138.54, 184.51, 188.90, 587.79, 578.78
138.54, 184.51, 188.90, 587.79, 578.78
138.54, 184.51, 188.90, 587.79, 578.78
138.47, 184.78, 188.96, 587.85, 578.71
138.56, 184.57, 189.06, 587.85, 578.74
138.59, 184.63, 189.07, 587.85, 578.74
138.33, 184.71, 189.09, 587.89, 578.72
138.33, 184.71, 189.09, 587.89, 578.72
139.12, 183.80, 188.51, 587.83, 578.67
139.28, 183.82, 188.52, 587.83, 578.67
137.34, 184.44, 188.65, 588.34, 578.05
137.34, 184.44, 188.65, 588.34, 578.05
137.92, 184.91, 188.76, 588.63, 578.23
137.92, 184.91, 188.76, 588.63, 578.23
138.75, 184.89, 188.55, 589.18, 578.31
138.78, 184.92, 188.54, 589.18, 578.31
138.14, 184.90, 188.62, 589.16, 578.38
137.99, 184.91, 188.61, 589.16, 578.38
138.16, 185.02, 188.69, 589.28, 578.32
138.11, 185.18, 188.70, 589.22, 578.36
138.16, 185.13, 188.74, 589.22, 578.36
138.15, 185.13, 188.73, 589.22, 578.36
138.03, 185.01, 188.72, 589.22, 578.36
137.92, 185.28, 188.87, 589.14, 578.41
137.91, 185.28, 188.89, 589.14, 578.41
137.92, 185.27, 188.87, 589.14, 578.41
137.80, 185.14, 188.87, 589.14, 578.41
137.88, 185.19, 188.85, 589.14, 578.41
137.88, 185.20, 188.85, 589.14, 578.41
138.14, 185.24, 188.79, 589.18, 578.40
137.95, 185.12, 188.87, 589.18, 578.43
137.95, 185.12, 188.87, 589.18, 578.43
138.35, 183.62, 188.10, 589.66, 579.78
138.32, 183.60, 188.10, 589.66, 579.78
138.34, 184.13, 188.46, 591.27, 582.09
138.34, 184.13, 188.47, 591.27, 582.09
139.61, 182.88, 187.80, 593.97, 585.66
139.61, 182.88, 187.80, 593.97, 585.66
139.80, 183.29, 187.99, 597.32, 590.09
139.80, 183.29, 187.99, 597.32, 590.09
139.13, 182.74, 187.76, 601.37, 595.36
139.13, 182.74, 187.76, 601.37, 595.36
137.85, 183.76, 188.14, 605.00, 599.94
137.85, 183.76, 188.14, 605.00, 599.94
137.38, 184.55, 188.46, 608.21, 603.22
137.42, 184.55, 188.41, 608.24, 603.22
137.39, 185.20, 188.65, 610.32, 605.67
137.39, 185.20, 188.65, 610.32, 605.67
135.62, 184.65, 188.15, 611.76, 607.05
135.62, 184.65, 188.15, 611.76, 607.05
137.21, 183.51, 188.29, 612.08, 607.86
137.07, 184.26, 188.40, 612.00, 607.82
136.74, 184.47, 188.37, 611.91, 607.70
136.58, 184.62, 188.36, 611.88, 607.67
136.81, 184.62, 188.31, 611.72, 607.71
136.99, 184.77, 188.34, 611.72, 607.71
136.80, 184.85, 188.46, 611.77, 607.71
136.80, 184.85, 188.46, 611.77, 607.71
136.80, 184.85, 188.46, 611.77, 607.71
136.98, 184.94, 188.49, 611.75, 607.70
136.89, 184.95, 188.52, 611.75, 607.70
136.91, 184.98, 188.52, 611.75, 607.70
136.90, 184.97, 188.51, 611.75, 607.70
137.07, 185.18, 188.55, 611.75, 607.70
137.22, 184.72, 188.70, 611.73, 607.70
137.23, 184.63, 188.71, 611.73, 607.72
137.12, 184.60, 188.72, 611.73, 607.72
137.19, 184.95, 188.76, 611.71, 607.76
136.94, 185.25, 188.81, 611.76, 607.72
137.10, 185.11, 188.81, 611.76, 607.74
136.96, 185.07, 188.80, 611.76, 607.74
136.84, 185.40, 188.84, 611.68, 607.82
136.53, 185.25, 188.91, 611.76, 607.74
136.53, 185.25, 188.91, 611.76, 607.74
136.53, 185.25, 188.91, 611.76, 607.74
136.42, 185.51, 188.95, 611.72, 607.79
136.42, 185.50, 188.96, 611.72, 607.79
136.45, 185.41, 188.89, 611.75, 607.74
136.32, 185.35, 188.90, 611.75, 607.74
136.38, 185.39, 188.89, 611.75, 607.74
136.39, 185.37, 188.90, 611.75, 607.74
136.41, 185.37, 188.91, 611.75, 607.74
136.07, 186.58, 189.17, 612.05, 607.64
136.52, 186.72, 189.21, 612.14, 607.60
136.34, 186.70, 189.26, 612.14, 607.60
136.32, 186.70, 189.26, 612.14, 607.60
136.20, 186.54, 189.21, 612.14, 607.60
136.32, 186.77, 189.26, 612.14, 607.60
136.32, 186.77, 189.26, 612.14, 607.60
136.30, 186.77, 189.26, 612.14, 607.60
136.13, 186.67, 189.23, 612.14, 607.60
136.27, 186.76, 189.18, 612.14, 607.60
136.20, 186.76, 189.19, 612.14, 607.60
136.27, 186.76, 189.19, 612.14, 607.60
136.00, 186.58, 189.28, 612.14, 607.60
136.22, 186.76, 189.32, 612.14, 607.60
136.21, 186.71, 189.32, 612.14, 607.60
136.27, 186.72, 189.33, 612.14, 607.60
136.19, 186.71, 189.31, 612.14, 607.60
136.42, 186.93, 189.42, 612.14, 607.60
136.44, 186.67, 189.36, 612.18, 607.58
136.32, 186.58, 189.35, 612.18, 607.58
135.77, 186.35, 188.75, 612.19, 607.49
135.80, 186.35, 188.75, 612.19, 607.49
135.79, 186.34, 188.74, 612.19, 607.49
135.82, 186.35, 188.75, 612.19, 607.49
135.86, 186.35, 188.75, 612.19, 607.49
135.89, 186.38, 188.77, 612.19, 607.49
136.50, 184.18, 188.12, 611.94, 607.88
136.39, 184.33, 188.13, 611.94, 607.88
136.79, 184.72, 188.68, 611.62, 608.84
136.79, 184.72, 188.68, 611.62, 608.84
136.16, 185.16, 188.29, 611.78, 609.71
136.19, 184.93, 188.26, 611.75, 609.72
135.86, 185.68, 188.39, 612.29, 609.95
135.86, 185.68, 188.39, 612.29, 609.95
135.77, 186.66, 188.67, 612.48, 610.00
135.81, 186.32, 188.55, 612.45, 610.11
135.82, 186.50, 188.68, 612.48, 610.00
136.15, 186.36, 188.59, 612.51, 610.04
136.55, 186.13, 188.36, 612.46, 610.09
136.56, 186.13, 188.34, 612.46, 610.09
136.86, 185.94, 188.30, 612.52, 609.99
137.14, 186.05, 188.34, 612.57, 609.93
136.70, 186.22, 188.48, 612.51, 609.97
136.81, 186.11, 188.40, 612.51, 610.03
136.64, 186.22, 188.46, 612.51, 609.97
136.66, 186.51, 188.44, 612.50, 610.07
136.50, 186.72, 188.68, 612.56, 609.90
136.77, 186.48, 188.56, 612.59, 609.93
136.70, 186.44, 188.63, 612.59, 609.93
137.15, 186.62, 188.66, 612.56, 609.97
137.00, 186.40, 188.82, 612.52, 610.02
137.00, 186.38, 188.82, 612.52, 610.02
136.35, 186.20, 188.81, 612.32, 609.96
136.35, 186.20, 188.81, 612.32, 609.96
136.25, 185.31, 188.52, 612.18, 609.64
136.34, 185.42, 188.59, 612.22, 609.61
137.61, 185.45, 188.50, 612.41, 608.68
137.48, 185.54, 188.48, 612.41, 608.68
137.05, 183.87, 187.97, 612.82, 608.10
137.21, 184.01, 188.01, 612.85, 608.06
135.93, 185.39, 188.62, 613.21, 607.61
135.91, 185.37, 188.61, 613.21, 607.61
137.18, 184.24, 188.20, 613.26, 607.98
137.25, 184.22, 188.19, 613.26, 607.98
137.16, 184.77, 188.58, 613.50, 607.94
137.49, 185.05, 188.59, 613.47, 607.99
137.41, 185.03, 188.58, 613.47, 607.99
137.34, 185.08, 188.56, 613.47, 607.99
137.01, 185.01, 188.53, 613.47, 607.99
137.27, 185.33, 188.59, 613.47, 607.99
137.26, 185.31, 188.62, 613.47, 607.99
137.25, 185.37, 188.64, 613.47, 607.99
137.09, 185.30, 188.64, 613.47, 607.99
137.24, 185.46, 188.71, 613.47, 607.99
137.20, 185.41, 188.71, 613.47, 607.99
137.27, 185.49, 188.70, 613.47, 607.99
136.89, 185.37, 188.72, 613.52, 607.97
137.04, 185.27, 188.71, 613.47, 607.99
136.97, 185.26, 188.69, 613.47, 607.99
136.94, 185.27, 188.70, 613.47, 607.99
136.50, 185.15, 188.62, 613.60, 607.90
136.50, 185.15, 188.62, 613.60, 607.90
136.50, 185.15, 188.62, 613.60, 607.90
136.50, 185.15, 188.62, 613.60, 607.90
136.50, 185.15, 188.62, 613.60, 607.90
136.52, 185.16, 188.63, 613.60, 607.90
136.48, 185.15, 188.62, 613.60, 607.90
136.52, 185.16, 188.62, 613.60, 607.90
136.32, 184.97, 188.47, 613.52, 607.92
136.34, 184.97, 188.48, 613.52, 607.92
136.32, 184.98, 188.49, 613.52, 607.92
136.35, 184.98, 188.46, 613.52, 607.92
136.28, 184.98, 188.47, 613.52, 607.92
136.39, 185.00, 188.49, 613.52, 607.92
136.38, 184.98, 188.48, 613.52, 607.92
136.41, 184.99, 188.47, 613.52, 607.92
136.33, 184.96, 188.45, 613.52, 607.92
136.42, 185.06, 188.48, 613.52, 607.92
136.30, 185.11, 188.52, 613.52, 607.92
136.35, 185.13, 188.51, 613.52, 607.92
136.32, 185.12, 188.52, 613.52, 607.92
136.55, 185.29, 188.62, 613.52, 607.92
136.38, 185.41, 188.69, 613.46, 607.95
136.39, 185.42, 188.69, 613.46, 607.95
136.36, 185.42, 188.67, 613.46, 607.95
136.63, 185.33, 188.66, 613.41, 607.98
136.50, 185.45, 188.71, 613.46, 607.95
136.40, 185.59, 188.73, 613.46, 607.95
136.33, 185.58, 188.71, 613.46, 607.95
136.52, 185.50, 188.74, 613.48, 607.94
136.37, 185.38, 188.67, 613.54, 607.91
136.39, 185.36, 188.67, 613.54, 607.91
136.37, 185.35, 188.67, 613.54, 607.91
136.43, 185.57, 188.62, 613.49, 607.93
136.26, 185.53, 188.59, 613.49, 607.93
136.27, 185.53, 188.60, 613.49, 607.93
136.26, 185.53, 188.59, 613.49, 607.93
136.51, 185.44, 188.48, 613.44, 607.96
136.44, 185.42, 188.51, 613.47, 607.93
136.52, 185.44, 188.52, 613.47, 607.93
136.43, 185.35, 188.53, 613.47, 607.93
136.66, 185.30, 188.65, 613.47, 607.93
136.66, 185.30, 188.65, 613.47, 607.93
136.56, 185.34, 188.69, 613.41, 607.96
136.48, 185.31, 188.71, 613.41, 607.96
136.56, 185.22, 188.64, 613.38, 607.99
136.54, 185.16, 188.64, 613.38, 607.99
136.48, 185.18, 188.65, 613.38, 607.99
136.39, 185.13, 188.63, 613.38, 607.99
136.37, 185.15, 188.60, 613.39, 607.98
136.35, 185.18, 188.58, 613.39, 607.98
136.42, 185.31, 188.63, 613.36, 608.00
136.26, 185.19, 188.58, 613.36, 608.00
136.46, 185.37, 188.66, 613.36, 608.01
136.39, 185.34, 188.65, 613.36, 608.01
136.27, 185.41, 188.56, 613.34, 608.01
136.17, 185.30, 188.59, 613.34, 608.01
136.37, 185.73, 188.75, 613.34, 608.01
136.37, 185.73, 188.75, 613.34, 608.01
136.22, 185.42, 188.60, 613.23, 608.04
136.30, 184.95, 188.46, 613.44, 607.97
136.34, 184.95, 188.45, 613.44, 607.97
136.36, 184.94, 188.48, 613.44, 607.97
136.38, 184.94, 188.48, 613.44, 607.97
136.38, 184.94, 188.50, 613.44, 607.97
136.56, 184.89, 188.42, 613.41, 607.97
136.56, 184.85, 188.41, 613.41, 607.97
136.60, 184.88, 188.40, 613.41, 607.97
136.52, 184.81, 188.39, 613.41, 607.97
136.51, 184.80, 188.38, 613.41, 607.97
136.47, 184.81, 188.38, 613.41, 607.97
136.46, 184.90, 188.46, 613.44, 607.97
136.39, 184.90, 188.46, 613.44, 607.97
136.44, 184.85, 188.52, 613.44, 607.97
136.46, 184.84, 188.48, 613.44, 607.97
136.52, 184.85, 188.47, 613.44, 607.97
136.48, 184.85, 188.51, 613.44, 607.97
136.59, 184.86, 188.53, 613.44, 607.97
136.51, 184.83, 188.53, 613.44, 607.97
136.57, 184.85, 188.52, 613.44, 607.97
136.47, 184.84, 188.52, 613.44, 607.97
136.57, 184.94, 188.55, 613.44, 607.97
136.58, 184.80, 188.54, 613.47, 607.99
136.58, 184.81, 188.54, 613.47, 607.99
136.58, 184.80, 188.54, 613.47, 607.99
136.63, 184.85, 188.51, 613.35, 608.02
136.49, 184.87, 188.49, 613.35, 608.02
136.50, 184.86, 188.50, 613.35, 608.02
136.49, 184.87, 188.49, 613.35, 608.02
136.96, 185.05, 188.52, 613.40, 607.98
136.56, 184.65, 188.41, 613.33, 607.99
136.56, 184.65, 188.41, 613.33, 607.99
136.56, 184.65, 188.41, 613.33, 607.99
136.49, 184.93, 188.39, 613.29, 607.98
136.49, 184.93, 188.39, 613.29, 607.98
136.36, 184.86, 188.32, 613.25, 607.99
136.33, 184.83, 188.32, 613.25, 607.99
136.33, 184.94, 188.34, 613.25, 607.99
136.31, 184.90, 188.39, 613.25, 607.99
136.40, 184.99, 188.46, 613.29, 607.99
136.11, 184.80, 188.36, 613.25, 607.99
136.18, 184.86, 188.34, 613.25, 607.99
136.23, 184.85, 188.33, 613.25, 607.99
136.26, 184.90, 188.34, 613.25, 607.99
136.14, 184.84, 188.32, 613.25, 607.99
136.32, 184.96, 188.39, 613.29, 607.99
136.20, 184.84, 188.33, 613.25, 607.99
136.48, 184.83, 188.35, 613.29, 607.98
136.42, 184.79, 188.32, 613.29, 607.98
136.59, 184.93, 188.35, 613.29, 607.98
136.58, 184.69, 188.32, 613.31, 607.96
136.48, 184.57, 188.26, 613.26, 607.94
136.48, 184.57, 188.26, 613.26, 607.94
136.25, 184.66, 188.07, 613.15, 607.43
136.24, 184.65, 188.07, 613.15, 607.43
135.88, 185.76, 188.53, 612.24, 606.22
135.89, 185.76, 188.53, 612.24, 606.22
136.47, 184.82, 188.17, 610.47, 604.48
136.47, 184.82, 188.17, 610.47, 604.48
136.90, 185.71, 188.48, 608.30, 602.01
137.38, 185.85, 188.58, 608.35, 601.88
137.01, 183.92, 187.48, 605.26, 599.05
137.06, 183.80, 187.47, 605.26, 599.05
138.10, 184.63, 187.49, 602.54, 595.03
138.10, 184.63, 187.49, 602.54, 595.03
139.28, 181.88, 187.06, 598.66, 590.85
139.27, 181.89, 187.06, 598.66, 590.85
139.22, 181.85, 187.25, 594.26, 585.63
139.22, 181.85, 187.25, 594.26, 585.63
140.93, 180.29, 187.33, 588.67, 580.09
140.93, 180.29, 187.33, 588.67, 580.09
141.72, 179.85, 187.38, 582.44, 573.47
141.72, 179.85, 187.38, 582.44, 573.47
143.55, 179.48, 187.25, 576.20, 565.55
143.55, 179.48, 187.25, 576.20, 565.55
146.97, 177.21, 187.43, 569.21, 557.62
146.97, 177.21, 187.43, 569.21, 557.62
146.48, 176.57, 187.16, 561.26, 549.04
146.48, 176.57, 187.16, 561.26, 549.04
147.10, 176.79, 186.15, 552.56, 539.89
147.10, 176.79, 186.15, 552.56, 539.89
148.94, 176.13, 186.32, 544.40, 530.40
148.95, 176.03, 186.32, 544.42, 530.38
150.79, 174.61, 186.76, 535.87, 521.07
150.79, 174.61, 186.76, 535.87, 521.07
149.75, 175.32, 186.20, 528.00, 511.89
149.77, 175.32, 186.18, 527.98, 511.91
150.69, 174.89, 186.38, 520.38, 503.93
150.69, 174.89, 186.38, 520.38, 503.93
150.08, 175.32, 186.40, 514.07, 496.83
150.10, 175.33, 186.45, 514.07, 496.83
149.39, 174.94, 186.51, 508.45, 490.29
149.39, 174.94, 186.51, 508.45, 490.29
150.51, 174.76, 186.53, 501.71, 484.34
150.51, 174.76, 186.53, 501.71, 484.34
152.54, 171.95, 186.50, 494.73, 477.36
152.54, 171.95, 186.50, 494.73, 477.36
152.38, 172.18, 184.88, 486.72, 468.88
152.44, 172.08, 184.84, 486.72, 468.88
153.53, 172.11, 186.38, 478.03, 459.98
153.53, 172.11, 186.38, 478.03, 459.98
154.52, 171.19, 186.33, 468.74, 450.48
154.47, 171.29, 186.37, 468.73, 450.52
155.59, 170.14, 185.94, 458.68, 440.14
155.59, 170.14, 185.94, 458.68, 440.14
156.09, 170.09, 185.74, 447.89, 429.95
155.88, 169.23, 185.62, 447.89, 429.95
156.59, 169.28, 186.19, 436.16, 420.03
156.59, 169.28, 186.19, 436.16, 420.03
155.34, 170.17, 185.92, 426.63, 407.14
154.97, 170.10, 185.82, 426.63, 407.08
156.04, 169.89, 186.83, 415.69, 396.55
156.04, 169.89, 186.83, 415.69, 396.55
155.72, 170.57, 186.93, 404.79, 385.69
155.72, 170.57, 186.93, 404.79, 385.69
153.92, 171.47, 187.20, 393.44, 374.41
153.92, 171.47, 187.20, 393.44, 374.41
150.38, 172.51, 188.87, 381.34, 363.05
150.47, 172.52, 188.86, 381.34, 363.05
151.82, 171.41, 189.28, 372.07, 349.98
151.91, 172.48, 189.29, 371.92, 350.10
153.88, 168.97, 188.25, 362.65, 337.68
153.88, 168.97, 188.25, 362.65, 337.68
151.84, 173.86, 187.39, 354.84, 323.88
151.84, 173.86, 187.39, 354.84, 323.88
151.51, 171.08, 186.80, 348.70, 310.76
151.49, 171.08, 186.81, 348.70, 310.76
150.59, 175.52, 188.16, 343.47, 298.00
150.59, 175.52, 188.16, 343.47, 298.00
149.48, 171.13, 186.65, 341.12, 285.75
149.48, 171.13, 186.65, 341.12, 285.75
145.64, 175.04, 187.95, 338.19, 273.98
145.64, 175.04, 187.95, 338.19, 273.98
146.90, 174.15, 187.33, 335.67, 262.42
146.90, 174.15, 187.33, 335.67, 262.42
147.35, 173.20, 188.32, 335.77, 253.08
147.35, 173.20, 188.32, 335.77, 253.08
146.16, 174.34, 187.32, 337.82, 243.77
146.48, 173.94, 187.35, 337.86, 243.86
146.56, 171.98, 186.70, 341.28, 237.03
146.56, 171.98, 186.70, 341.28, 237.03
144.36, 174.72, 188.03, 345.63, 232.24
144.36, 174.72, 188.03, 345.63, 232.24
142.31, 173.48, 188.33, 350.72, 229.27
142.31, 173.48, 188.33, 350.72, 229.27
143.76, 174.86, 189.63, 355.82, 228.91
143.76, 174.86, 189.63, 355.82, 228.91
146.19, 171.75, 189.11, 360.63, 229.26
146.19, 171.75, 189.11, 360.63, 229.26
142.42, 171.51, 188.36, 365.34, 231.09
142.42, 171.51, 188.36, 365.34, 231.09
146.77, 172.48, 189.33, 366.54, 235.04
146.77, 172.48, 189.33, 366.54, 235.04
144.03, 175.46, 189.00, 370.00, 238.62
144.03, 175.46, 189.00, 370.00, 238.62
145.70, 174.90, 189.18, 369.40, 242.05
145.70, 174.90, 189.18, 369.40, 242.05
143.27, 173.12, 187.66, 369.13, 246.59
143.27, 173.12, 187.66, 369.13, 246.59
146.25, 172.58, 189.10, 366.73, 249.14
146.25, 172.58, 189.10, 366.73, 249.14
145.88, 174.11, 188.18, 365.22, 253.43
145.88, 174.11, 188.18, 365.22, 253.43
144.38, 173.26, 187.74, 362.87, 258.95
144.38, 173.26, 187.74, 362.87, 258.95
147.82, 172.22, 187.90, 361.47, 265.06
147.82, 172.22, 187.90, 361.47, 265.06
146.07, 171.29, 187.87, 357.21, 271.53
146.07, 171.29, 187.87, 357.21, 271.53
149.86, 171.50, 188.73, 352.28, 277.96
149.86, 171.50, 188.73, 352.28, 277.96
148.87, 172.03, 188.76, 348.61, 285.59
148.94, 172.01, 188.75, 348.61, 285.59
151.17, 172.90, 189.87, 343.91, 293.25
151.07, 172.63, 189.82, 343.91, 293.25
149.61, 171.08, 189.09, 338.85, 301.23
149.61, 171.08, 189.09, 338.85, 301.23
151.28, 169.83, 189.50, 332.30, 308.32
151.01, 169.87, 189.40, 332.31, 308.44
151.11, 171.25, 189.43, 325.10, 315.18
150.90, 169.54, 189.04, 324.99, 315.08
148.23, 171.64, 188.73, 317.74, 321.39
148.23, 171.64, 188.73, 317.74, 321.39
147.84, 175.21, 188.74, 308.96, 324.46
147.84, 175.21, 188.74, 308.96, 324.46
147.42, 171.22, 188.13, 300.08, 328.55
147.42, 171.22, 188.13, 300.08, 328.55
148.51, 172.63, 188.79, 292.11, 328.46
148.51, 172.63, 188.79, 292.11, 328.46
149.11, 170.24, 187.34, 285.04, 326.33
149.11, 170.24, 187.34, 285.04, 326.33
149.11, 171.96, 189.01, 278.64, 323.64
149.11, 171.96, 189.01, 278.64, 323.64
149.65, 173.82, 188.68, 272.90, 320.37
149.65, 173.82, 188.68, 272.90, 320.37
149.39, 171.56, 186.12, 270.39, 314.58
149.39, 171.56, 186.12, 270.39, 314.58
152.22, 173.37, 188.83, 265.88, 309.87
152.22, 173.37, 188.83, 265.88, 309.87
147.36, 176.79, 187.91, 264.71, 302.03
147.36, 176.79, 187.91, 264.71, 302.03
150.64, 171.50, 188.69, 265.80, 295.89
150.95, 171.49, 188.73, 265.80, 295.89
148.97, 172.15, 188.65, 267.27, 289.17
148.97, 172.15, 188.65, 267.27, 289.17
147.73, 172.57, 187.72, 268.49, 281.05
147.73, 172.57, 187.72, 268.49, 281.05
145.20, 175.62, 186.55, 275.10, 273.62
110.47, 193.81, 175.62, 337.07, 287.93
145.20, 175.62, 186.55, 275.10, 273.62
110.47, 193.81, 175.62, 337.07, 287.93
148.02, 170.61, 187.89, 275.67, 263.87
101.84, 190.80, 174.16, 333.24, 305.71
148.17, 170.60, 187.87, 275.67, 263.87
101.86, 190.80, 174.15, 333.24, 305.71
121.69, 174.91, 181.54, 289.51, 271.75
98.99, 189.21, 172.58, 325.03, 322.01
121.69, 174.91, 181.54, 289.51, 271.75
98.99, 189.21, 172.58, 325.03, 322.01
135.77, 170.46, 182.46, 283.89, 253.83
105.25, 191.35, 170.54, 314.30, 333.89
135.77, 170.46, 182.46, 283.89, 253.83
105.25, 191.35, 170.54, 314.30, 333.89
149.52, 169.81, 185.16, 283.76, 236.30
111.05, 194.21, 171.79, 301.09, 337.55
149.52, 169.81, 185.16, 283.76, 236.30
111.05, 194.21, 171.79, 301.09, 337.55
144.23, 172.40, 186.13, 290.79, 235.84
114.72, 193.75, 169.74, 293.46, 336.30
144.23, 172.40, 186.13, 290.79, 235.84
114.74, 193.74, 169.85, 293.48, 336.23
149.19, 172.48, 187.31, 296.77, 224.13
149.19, 172.48, 187.31, 296.77, 224.13
143.59, 171.26, 187.18, 305.56, 217.25
143.59, 171.26, 187.18, 305.56, 217.25
147.46, 170.51, 187.24, 314.29, 210.33
147.46, 170.51, 187.24, 314.29, 210.33
143.73, 170.75, 187.70, 323.23, 205.57
143.73, 170.75, 187.70, 323.23, 205.57
143.05, 171.70, 187.73, 333.37, 202.68
143.05, 171.70, 187.73, 333.37, 202.68
141.60, 173.28, 187.11, 342.21, 201.62
141.60, 173.28, 187.11, 342.21, 201.62
141.17, 170.68, 187.03, 349.85, 203.15
147.03, 171.77, 188.97, 357.67, 205.11
147.03, 171.77, 188.97, 357.67, 205.11
146.47, 171.93, 189.25, 362.66, 209.37
146.47, 171.93, 189.25, 362.66, 209.37
146.47, 171.93, 189.25, 362.66, 209.37
146.35, 171.83, 187.05, 366.55, 213.21
146.35, 171.83, 187.05, 366.55, 213.21
144.35, 170.51, 186.64, 368.52, 218.52
143.33, 171.94, 187.03, 368.46, 218.46
143.22, 171.99, 185.31, 369.55, 223.75
143.22, 171.99, 185.31, 369.55, 223.75
143.99, 175.31, 185.26, 364.71, 233.41
143.26, 175.91, 184.86, 363.82, 234.08
137.85, 171.46, 183.59, 364.56, 236.63
109.30, 188.45, 173.15, 337.55, 292.65
137.85, 171.46, 183.59, 364.56, 236.63
109.37, 188.46, 173.16, 337.61, 292.62
107.95, 187.13, 172.53, 348.50, 284.40
136.47, 172.78, 184.57, 367.11, 240.49
107.95, 187.13, 172.53, 348.50, 284.40
136.47, 172.78, 184.57, 367.11, 240.49
106.49, 188.33, 172.60, 357.02, 285.70
147.57, 151.60, 178.03, 373.25, 240.95
106.51, 188.34, 172.65, 357.02, 285.70
147.70, 151.58, 178.10, 373.25, 240.95
86.35, 184.07, 170.41, 376.28, 245.24
86.35, 184.07, 170.41, 376.28, 245.24
126.28, 158.73, 179.31, 409.60, 187.26
126.28, 158.73, 179.31, 409.60, 187.26
150.66, 160.21, 186.03, 423.84, 167.98
150.66, 160.21, 186.03, 423.84, 167.98
167.27, 159.07, 187.43, 444.40, 148.52
167.27, 159.07, 187.43, 444.40, 148.52
168.06, 154.89, 189.35, 461.30, 131.81
168.06, 154.89, 189.35, 461.30, 131.81
176.73, 139.27, 186.40, 484.94, 138.02
176.73, 139.27, 186.40, 484.94, 138.02
137.05, 153.19, 175.95, 475.03, 118.10
137.05, 153.19, 175.95, 475.03, 118.10
141.38, 172.02, 184.78, 486.27, 122.35
141.38, 172.02, 184.78, 486.27, 122.35
142.57, 175.16, 185.99, 498.48, 131.31
142.57, 175.16, 185.99, 498.48, 131.31
112.67, 194.07, 170.69, 546.12, 299.25
150.67, 174.28, 185.39, 511.17, 147.01
112.59, 194.11, 170.79, 546.01, 299.27
150.40, 174.56, 185.37, 511.09, 147.11
153.18, 165.08, 187.33, 522.35, 167.90
153.18, 165.08, 187.33, 522.35, 167.90
151.99, 153.04, 184.39, 536.88, 157.51
151.90, 153.47, 184.45, 536.88, 157.51
173.50, 140.38, 174.12, 538.75, 161.00
173.50, 140.38, 174.12, 538.75, 161.00
161.66, 153.98, 186.39, 540.05, 167.72
161.66, 153.98, 186.39, 540.05, 167.72
157.86, 159.32, 186.99, 540.14, 184.25
157.86, 159.32, 186.99, 540.14, 184.25
147.38, 172.48, 187.15, 544.12, 198.61
147.38, 172.48, 187.15, 544.12, 198.61
149.15, 171.23, 188.17, 550.14, 200.82
149.15, 171.23, 188.17, 550.14, 200.82
147.15, 170.49, 187.06, 555.33, 206.41
147.15, 170.49, 187.06, 555.33, 206.41
148.35, 172.03, 188.18, 557.77, 202.75
148.35, 172.03, 188.18, 557.77, 202.75
144.80, 172.12, 187.56, 559.79, 203.00
144.80, 172.12, 187.56, 559.79, 203.00
145.04, 172.68, 185.98, 566.15, 205.63
145.04, 172.68, 185.98, 566.15, 205.63
148.60, 171.96, 186.62, 565.78, 201.88
148.60, 171.96, 186.62, 565.78, 201.88
147.41, 174.00, 187.23, 570.74, 201.43
147.41, 174.00, 187.23, 570.74, 201.43
143.34, 171.81, 186.40, 575.28, 199.99
143.34, 171.81, 186.40, 575.28, 199.99
144.04, 177.11, 188.37, 578.28, 197.54
144.34, 175.36, 187.85, 579.04, 197.28
142.82, 171.90, 187.04, 582.24, 195.19
142.50, 172.92, 186.97, 582.18, 195.25
139.66, 178.03, 187.27, 586.24, 192.26
139.66, 178.03, 187.27, 586.24, 192.26
135.79, 175.03, 184.94, 589.97, 192.14
135.79, 175.03, 184.94, 589.97, 192.14
141.56, 176.87, 187.93, 595.16, 192.68
141.56, 176.87, 187.93, 595.16, 192.68
142.45, 173.66, 186.70, 599.14, 193.78
110.78, 193.16, 177.05, 621.20, 276.90
142.45, 173.66, 186.70, 599.14, 193.78
110.78, 193.16, 177.05, 621.20, 276.90
140.93, 174.27, 186.27, 600.87, 193.94
112.08, 192.82, 177.84, 619.81, 274.50
140.93, 174.27, 186.27, 600.87, 193.94
112.08, 192.82, 177.84, 619.81, 274.50
140.04, 176.35, 186.73, 605.26, 196.49
112.12, 193.10, 176.98, 620.54, 272.93
140.04, 176.35, 186.73, 605.26, 196.49
112.12, 193.10, 177.00, 620.53, 272.92
138.70, 175.78, 187.69, 610.63, 199.26
113.53, 193.18, 177.74, 619.58, 272.04
138.70, 175.78, 187.69, 610.63, 199.26
113.53, 193.18, 177.74, 619.58, 272.04
